ID	Length
PITG_04952	960
PITG_04953	501
PITG_04954	1434
PITG_04956	2657
PITG_04957	351
PITG_04958	3231
PITG_04959	583
PITG_04960	1065
PITG_04961	4915
PITG_04963	2166
PITG_04965	2099
PITG_04966	1773
PITG_04967	2023
PITG_04969	1865
PITG_04970	3444
PITG_04971	2757
PITG_04972	525
PITG_04973	1407
PITG_04974	1077
PITG_04975	1701
PITG_04976	2466
PITG_04977	3445
PITG_04978	635
PITG_04979	462
PITG_04980	31653
PITG_04981	588
PITG_04982	318
PITG_04983	933
PITG_04985	1077
PITG_04988	510
PITG_04989	1158
PITG_04990	747
PITG_04991	1413
PITG_04992	1618
PITG_04993	555
PITG_04994	2526
PITG_04995	630
PITG_04996	1200
PITG_04998	693
PITG_04999	1252
PITG_05000	744
PITG_05001	948
PITG_05002	1212
PITG_05003	672
PITG_05004	1335
PITG_05005	1910
PITG_05006	797
PITG_05007	2013
PITG_05008	497
PITG_05009	564
PITG_05010	903
PITG_05011	1629
PITG_05012	1209
PITG_05014	2052
PITG_05016	1116
PITG_05017	357
PITG_05019	576
PITG_05020	429
PITG_05021	429
PITG_05027	459
PITG_05028	612
PITG_05029	531
PITG_05030	1434
PITG_05032	303
PITG_05033	1288
PITG_05034	876
PITG_05035	315
PITG_05036	570
PITG_05038	3984
PITG_05039	1809
PITG_05041	642
PITG_05042	282
PITG_05043	384
PITG_05045	570
PITG_05048	357
PITG_05049	1435
PITG_05051	432
PITG_05052	768
PITG_05053	333
PITG_05054	300
PITG_05055	1398
PITG_05056	1677
PITG_05058	3006
PITG_05059	450
PITG_05060	576
PITG_05062	1428
PITG_05063	396
PITG_05065	1536
PITG_05066	2112
PITG_05067	981
PITG_05068	378
PITG_05070	513
PITG_05071	417
PITG_05072	402
PITG_05074	688
PITG_05075	2742
PITG_05076	660
PITG_05079	6744
PITG_05080	1389
PITG_05081	1584
PITG_05082	1380
PITG_05083	1320
PITG_05084	786
PITG_05086	756
PITG_05088	387
PITG_05090	1482
PITG_05091	531
PITG_05092	996
PITG_05095	1116
PITG_05096	1116
PITG_05097	1962
PITG_05099	900
PITG_05100	693
PITG_05101	705
PITG_05102	786
PITG_05103	1077
PITG_05104	459
PITG_05105	348
PITG_05106	336
PITG_05107	384
PITG_05110	510
PITG_05111	675
PITG_05112	2187
PITG_05113	576
PITG_05114	1680
PITG_05115	2055
PITG_05116	657
PITG_05117	1233
PITG_05118	315
PITG_05119	495
PITG_05121	342
PITG_05122	330
PITG_05125	594
PITG_05126	735
PITG_05127	1392
PITG_05128	5109
PITG_05129	597
PITG_05131	603
PITG_05133	780
PITG_05134	489
PITG_05135	216
PITG_05136	429
PITG_05137	603
PITG_05138	534
PITG_05139	470
PITG_05140	1071
PITG_05141	1422
PITG_05142	411
PITG_05143	498
PITG_05146	414
PITG_05147	249
PITG_05148	294
PITG_05149	2082
PITG_05150	1008
PITG_05151	1479
PITG_05154	519
PITG_05155	663
PITG_05156	1670
PITG_05159	348
PITG_05161	363
PITG_05162	300
PITG_05167	516
PITG_05168	1032
PITG_05169	1125
PITG_05170	1701
PITG_05171	539
PITG_05172	399
PITG_05173	1531
PITG_05174	515
PITG_05175	1473
PITG_05176	2043
PITG_05177	1726
PITG_05180	507
PITG_05182	287
PITG_05183	625
PITG_05185	2003
PITG_05186	1923
PITG_05187	3189
PITG_05188	550
PITG_05189	507
PITG_05190	546
PITG_05191	318
PITG_05192	2967
PITG_05193	1056
PITG_05194	1707
PITG_05195	381
PITG_05196	666
PITG_05197	1269
PITG_05198	1796
PITG_05199	1101
PITG_05200	630
PITG_05201	606
PITG_05202	771
PITG_05203	3362
PITG_05204	1497
PITG_05205	610
PITG_05206	2220
PITG_05208	765
PITG_05209	462
PITG_05210	1419
PITG_05211	3861
PITG_05212	2646
PITG_05216	504
PITG_05217	1851
PITG_05218	1692
PITG_05219	804
PITG_05221	849
PITG_05222	888
PITG_05223	1653
PITG_05224	3108
PITG_05225	1536
PITG_05226	1503
PITG_05227	2034
PITG_05228	675
PITG_05231	842
PITG_05233	3901
PITG_05234	1211
PITG_05235	399
PITG_05236	306
PITG_05238	847
PITG_05239	906
PITG_05240	1209
PITG_05243	1059
PITG_05244	1605
PITG_05245	1749
PITG_05246	1436
PITG_05247	720
PITG_05248	759
PITG_05249	475
PITG_05250	1047
PITG_05251	510
PITG_05253	765
PITG_05254	765
PITG_05255	204
PITG_05256	504
PITG_05258	808
PITG_05259	3159
PITG_05260	3441
PITG_05261	570
PITG_05262	621
PITG_05263	1486
PITG_05264	498
PITG_05265	480
PITG_05266	696
PITG_05267	900
PITG_05271	837
PITG_05272	1686
PITG_05273	1437
PITG_05274	2997
PITG_05275	1917
PITG_05276	444
PITG_05277	1182
PITG_05278	2445
PITG_05279	948
PITG_05281	228
PITG_05282	3147
PITG_05283	801
PITG_05285	1122
PITG_05286	555
PITG_05287	813
PITG_05288	1623
PITG_05289	1066
PITG_05290	2388
PITG_05291	1173
PITG_05292	629
PITG_05293	1890
PITG_05294	1578
PITG_05295	847
PITG_05296	1068
PITG_05297	531
PITG_05298	930
PITG_05299	5284
PITG_05300	2223
PITG_05301	1664
PITG_05302	1062
PITG_05303	1024
PITG_05304	3327
PITG_05305	1392
PITG_05307	840
PITG_05308	1001
PITG_05309	483
PITG_05310	1662
PITG_05311	1287
PITG_05312	741
PITG_05313	926
PITG_05314	780
PITG_05315	1111
PITG_05317	1656
PITG_05318	1758
PITG_05319	873
PITG_05320	501
PITG_05321	1428
PITG_05323	741
PITG_05324	519
PITG_05325	904
PITG_05326	3372
PITG_05327	441
PITG_05328	2111
PITG_05329	1863
PITG_05330	330
PITG_05331	1294
PITG_05332	3165
PITG_05334	1323
PITG_05335	5253
PITG_05338	1920
PITG_05339	1843
PITG_05340	2169
PITG_05345	2034
PITG_05346	4467
PITG_05347	1029
PITG_05348	951
PITG_05353	1950
PITG_05354	1542
PITG_05355	1881
PITG_05356	660
PITG_05357	2844
PITG_05358	2991
PITG_05359	3303
PITG_05360	787
PITG_05361	1386
PITG_05362	2212
PITG_05363	945
PITG_05364	2322
PITG_05365	648
PITG_05366	1791
PITG_05367	8226
PITG_05368	796
PITG_05369	3090
PITG_05370	1761
PITG_05371	924
PITG_05372	645
PITG_05373	1161
PITG_05374	1515
PITG_05375	810
PITG_05376	933
PITG_05377	1776
PITG_05378	993
PITG_05379	1482
PITG_05380	705
PITG_05381	1233
PITG_05382	957
PITG_05383	584
PITG_05385	2610
PITG_05386	2472
PITG_05387	1371
PITG_05388	843
PITG_05389	795
PITG_05391	1061
PITG_05392	1245
PITG_05393	444
PITG_05394	2421
PITG_05395	1404
PITG_05396	637
PITG_05397	3180
PITG_05398	3573
PITG_05400	1098
PITG_05401	741
PITG_05402	912
PITG_05403	1524
PITG_05404	3297
PITG_05405	2477
PITG_05406	549
PITG_05408	1512
PITG_05409	666
PITG_05410	1479
PITG_05411	765
PITG_05412	2040
PITG_05413	1423
PITG_05414	1083
PITG_05415	669
PITG_05416	474
PITG_05417	1195
PITG_05419	1281
PITG_05420	621
PITG_05421	1945
PITG_05422	2109
PITG_05423	11982
PITG_05425	1104
PITG_05426	1584
PITG_05427	2520
PITG_05428	1986
PITG_05429	2055
PITG_05430	900
PITG_05433	2385
PITG_05434	2878
PITG_05437	966
PITG_05440	969
PITG_05441	3014
PITG_05442	1242
PITG_05443	567
PITG_05444	12147
PITG_05445	1101
PITG_05446	3600
PITG_05447	834
PITG_05448	1647
PITG_05449	1067
PITG_05450	1286
PITG_05451	659
PITG_05452	2059
PITG_05453	543
PITG_05454	303
PITG_05455	1110
PITG_05456	1363
PITG_05457	1878
PITG_05458	1386
PITG_05461	2208
PITG_05462	2187
PITG_05463	2352
PITG_05464	1043
PITG_05465	1707
PITG_05466	606
PITG_05467	939
PITG_05468	543
PITG_05469	1071
PITG_05470	757
PITG_05473	357
PITG_05474	1233
PITG_05475	1305
PITG_05476	1362
PITG_05477	1908
PITG_05478	1917
PITG_05479	1903
PITG_05480	3721
PITG_05481	1341
PITG_05482	1164
PITG_05483	963
PITG_05484	897
PITG_05485	1995
PITG_05486	1842
PITG_05487	1683
PITG_05488	1720
PITG_05489	339
PITG_05490	1506
PITG_05491	702
PITG_05494	981
PITG_05495	1245
PITG_05496	672
PITG_05497	486
PITG_05498	2533
PITG_05499	2667
PITG_05500	1113
PITG_05501	1011
PITG_05502	1922
PITG_05503	792
PITG_05504	1151
PITG_05505	2204
PITG_05506	467
PITG_05507	2541
PITG_05508	1948
PITG_05509	2394
PITG_05510	993
PITG_05511	1056
PITG_05512	1614
PITG_05513	2883
PITG_05516	1237
PITG_05517	4020
PITG_05518	351
PITG_05519	2424
PITG_05520	2148
PITG_05521	1382
PITG_05522	3123
PITG_05523	2637
PITG_05524	654
PITG_05525	6039
PITG_05526	2124
PITG_05531	1572
PITG_05532	1963
PITG_05533	1584
PITG_05534	1719
PITG_05535	1662
PITG_05536	1671
PITG_05537	4125
PITG_05538	1065
PITG_05539	1105
PITG_05540	565
PITG_05541	1587
PITG_05542	771
PITG_05543	1593
PITG_05545	1841
PITG_05546	1233
PITG_05547	1413
PITG_05548	2655
PITG_05549	1434
PITG_05550	921
PITG_05551	1481
PITG_05552	2187
PITG_05553	1493
PITG_05555	1284
PITG_05556	1467
PITG_05557	1023
PITG_05558	717
PITG_05559	1818
PITG_05560	2769
PITG_05561	1659
PITG_05562	2730
PITG_05563	228
PITG_05564	888
PITG_05565	1723
PITG_05566	407
PITG_05567	753
PITG_05568	859
PITG_05569	1033
PITG_05571	855
PITG_05572	249
PITG_05574	447
PITG_05576	222
PITG_05577	1020
PITG_05578	2000
PITG_05579	2013
PITG_05580	513
PITG_05581	411
PITG_05582	705
PITG_05583	1899
PITG_05584	528
PITG_05585	1922
PITG_05586	1449
PITG_05587	2187
PITG_05588	882
PITG_05589	1113
PITG_05590	972
PITG_05591	1147
PITG_05592	716
PITG_05593	276
PITG_05594	2544
PITG_05595	3851
PITG_05596	650
PITG_05597	897
PITG_05598	884
PITG_05599	426
PITG_05600	1236
PITG_05601	980
PITG_05602	291
PITG_05603	1188
PITG_05604	1441
PITG_05605	2076
PITG_05606	2088
PITG_05607	4284
PITG_05608	2841
PITG_05609	1219
PITG_05610	1132
PITG_05611	1091
PITG_05613	1884
PITG_05614	1206
PITG_05615	2304
PITG_05616	1444
PITG_05617	1262
PITG_05618	2274
PITG_05619	1377
PITG_05620	1440
PITG_05621	1724
PITG_05622	1442
PITG_05623	2107
PITG_05627	2133
PITG_05628	279
PITG_05629	1677
PITG_05630	864
PITG_05631	6233
PITG_05632	1287
PITG_05633	2844
PITG_05634	1089
PITG_05635	1699
PITG_05636	1192
PITG_05637	840
PITG_05638	1224
PITG_05639	549
PITG_05640	1482
PITG_05642	1020
PITG_05643	2721
PITG_05644	4539
PITG_05649	1608
PITG_05650	2391
PITG_05651	843
PITG_05652	360
PITG_05653	2598
PITG_05654	481
PITG_05655	4401
PITG_05656	4628
PITG_05657	789
PITG_05658	2355
PITG_05659	696
PITG_05660	1218
PITG_05661	768
PITG_05662	531
PITG_05663	300
PITG_05664	2092
PITG_05665	792
PITG_05666	240
PITG_05667	3054
PITG_05668	1515
PITG_05669	2501
PITG_05670	1136
PITG_05672	1669
PITG_05673	534
PITG_05674	1001
PITG_05675	441
PITG_05676	468
PITG_05677	702
PITG_05678	1611
PITG_05679	1931
PITG_05680	453
PITG_05681	1587
PITG_05682	405
PITG_05683	1278
PITG_05684	2667
PITG_05685	3429
PITG_05686	1582
PITG_05687	590
PITG_05688	1193
PITG_05689	1199
PITG_05690	3192
PITG_05691	1647
PITG_05692	2767
PITG_05693	468
PITG_05694	451
PITG_05696	1216
PITG_05697	862
PITG_05698	420
PITG_05701	1020
PITG_05703	474
PITG_05705	2775
PITG_05706	408
PITG_05707	468
PITG_05708	1098
PITG_05709	1064
PITG_05710	616
PITG_05711	450
PITG_05712	471
PITG_05713	588
PITG_05714	1216
PITG_05716	315
PITG_05717	381
PITG_05720	1203
PITG_05721	909
PITG_05724	414
PITG_05725	1017
PITG_05726	1695
PITG_05727	1317
PITG_05728	540
PITG_05729	1581
PITG_05730	918
PITG_05731	1209
PITG_05732	471
PITG_05733	1533
PITG_05734	744
PITG_05736	3531
PITG_05737	3699
PITG_05738	561
PITG_05740	1686
PITG_05741	1673
PITG_05742	708
PITG_05743	471
PITG_05744	255
PITG_05745	591
PITG_05746	617
PITG_05747	510
PITG_05748	1156
PITG_05749	888
PITG_05750	495
PITG_05751	384
PITG_05752	1311
PITG_05753	1440
PITG_05757	3708
PITG_05758	702
PITG_05759	807
PITG_05760	1065
PITG_05761	4353
PITG_05762	2268
PITG_05763	4863
PITG_05764	1839
PITG_05765	372
PITG_05766	501
PITG_05768	573
PITG_05769	318
PITG_05770	1167
PITG_05771	855
PITG_05772	1371
PITG_05774	435
PITG_05777	450
PITG_05778	1929
PITG_05779	696
PITG_05780	1326
PITG_05781	2992
PITG_05782	1092
PITG_05783	603
PITG_05784	573
PITG_05786	788
PITG_05787	201
PITG_05788	486
PITG_05791	315
PITG_05793	1926
PITG_05794	1083
PITG_05795	573
PITG_05796	846
PITG_05797	798
PITG_05798	2322
PITG_05799	905
PITG_05803	699
PITG_05804	990
PITG_05805	1338
PITG_05806	2002
PITG_05807	1290
PITG_05808	315
PITG_05810	267
PITG_05812	813
PITG_05813	915
PITG_05814	1461
PITG_05815	5469
PITG_05816	774
PITG_05817	735
PITG_05818	2265
PITG_05819	348
PITG_05820	1554
PITG_05822	1565
PITG_05824	213
PITG_05825	1258
PITG_05826	645
PITG_05827	1095
PITG_05828	396
PITG_05829	678
PITG_05830	724
PITG_05831	414
PITG_05832	855
PITG_05834	3438
PITG_05835	891
PITG_05836	1395
PITG_05837	1479
PITG_05838	2061
PITG_05839	542
PITG_05840	888
PITG_05841	663
PITG_05842	663
PITG_05843	1473
PITG_05846	789
PITG_05847	453
PITG_05848	1175
PITG_05849	816
PITG_05850	315
PITG_05851	357
PITG_05852	1338
PITG_05853	369
PITG_05854	324
PITG_05855	2483
PITG_05856	2379
PITG_05858	1035
PITG_05861	1168
PITG_05862	3861
PITG_05863	654
PITG_05864	377
PITG_05865	876
PITG_05866	579
PITG_05867	1182
PITG_05868	870
PITG_05869	2253
PITG_05870	1011
PITG_05871	336
PITG_05874	1037
PITG_05875	1215
PITG_05876	624
PITG_05879	615
PITG_05880	579
PITG_05881	690
PITG_05882	891
PITG_05883	1047
PITG_05884	2691
PITG_05885	2037
PITG_05886	501
PITG_05887	1126
PITG_05888	609
PITG_05889	3258
PITG_05890	930
PITG_05891	978
PITG_05892	930
PITG_05893	930
PITG_05894	1644
PITG_05895	986
PITG_05896	921
PITG_05897	930
PITG_05898	930
PITG_05899	867
PITG_05900	987
PITG_05902	1533
PITG_05903	1080
PITG_05904	914
PITG_05905	814
PITG_05907	435
PITG_05908	2043
PITG_05909	1620
PITG_05910	597
PITG_05911	408
PITG_05912	408
PITG_05914	501
PITG_05918	408
PITG_05920	864
PITG_05921	522
PITG_05922	13698
PITG_05923	681
PITG_05926	1137
PITG_05927	1190
PITG_05928	1176
PITG_05929	579
PITG_05934	912
PITG_05935	2472
PITG_05936	501
PITG_05938	1148
PITG_05939	744
PITG_05940	1608
PITG_05941	1700
PITG_05945	1857
PITG_05946	1746
PITG_05949	1689
PITG_05953	692
PITG_05954	1580
PITG_05955	1101
PITG_05956	1917
PITG_05957	786
PITG_05959	546
PITG_05960	1122
PITG_05961	1560
PITG_05962	711
PITG_05964	639
PITG_05965	1284
PITG_05966	1653
PITG_05967	669
PITG_05970	894
PITG_05972	3996
PITG_05973	873
PITG_05974	570
PITG_05975	1344
PITG_05978	396
PITG_05979	201
PITG_05980	486
PITG_05981	285
PITG_05983	456
PITG_05987	1086
PITG_05988	327
PITG_05989	1697
PITG_05990	1618
PITG_05991	975
PITG_05992	919
PITG_05993	1410
PITG_05996	888
PITG_05998	2889
PITG_06000	2118
PITG_06001	1146
PITG_06002	2338
PITG_06003	2646
PITG_06004	2037
PITG_06005	1076
PITG_06006	860
PITG_06007	1179
PITG_06008	644
PITG_06009	672
PITG_06010	378
PITG_06011	2323
PITG_06012	609
PITG_06013	744
PITG_06014	1740
PITG_06015	1209
PITG_06016	1245
PITG_06017	126
PITG_06019	919
PITG_06020	885
PITG_06021	1041
PITG_06022	1087
PITG_06023	891
PITG_06024	1008
PITG_06025	2179
PITG_06026	885
PITG_06027	246
PITG_06029	276
PITG_06030	627
PITG_06031	1320
PITG_06032	162
PITG_06033	861
PITG_06034	1029
PITG_06035	903
PITG_06037	369
PITG_06038	909
PITG_06039	663
PITG_06040	1658
PITG_06041	1350
PITG_06046	547
PITG_06047	777
PITG_06048	1221
PITG_06049	1317
PITG_06050	1890
PITG_06051	843
PITG_06056	906
PITG_06057	1237
PITG_06059	507
PITG_06064	477
PITG_06067	1275
PITG_06068	1365
PITG_06071	348
PITG_06072	190
PITG_06073	726
PITG_06074	507
PITG_06075	2037
PITG_06076	510
PITG_06077	357
PITG_06078	138
PITG_06080	1812
PITG_06083	309
PITG_06084	225
PITG_06085	435
PITG_06086	366
PITG_06087	384
PITG_06088	1754
PITG_06089	450
PITG_06090	1203
PITG_06091	393
PITG_06092	288
PITG_06093	336
PITG_06094	489
PITG_06095	798
PITG_06099	489
PITG_06100	600
PITG_06101	1071
PITG_06104	954
PITG_06105	939
PITG_06106	2109
PITG_06107	1641
PITG_06108	1445
PITG_06109	2964
PITG_06111	342
PITG_06112	408
PITG_06113	195
PITG_06114	4371
PITG_06115	306
PITG_06118	1557
PITG_06119	787
PITG_06120	1155
PITG_06121	1072
PITG_06122	438
PITG_06123	747
PITG_06125	261
PITG_06127	889
PITG_06128	303
PITG_06129	1617
PITG_06130	1446
PITG_06131	805
PITG_06132	2385
PITG_06133	1014
PITG_06134	1640
PITG_06137	339
PITG_06139	1416
PITG_06140	642
PITG_06141	2595
PITG_06142	2034
PITG_06143	1038
PITG_06144	363
PITG_06145	1191
PITG_06146	1188
PITG_06147	903
PITG_06148	1428
PITG_06149	1623
PITG_06150	1179
PITG_06151	600
PITG_06152	705
PITG_06153	345
PITG_06155	1230
PITG_06156	1446
PITG_06157	1524
PITG_06158	1176
PITG_06159	7062
PITG_06160	3549
PITG_06161	1221
PITG_06162	1857
PITG_06165	1200
PITG_06166	1116
PITG_06167	1161
PITG_06170	1830
PITG_06171	3778
PITG_06172	699
PITG_06173	1052
PITG_06174	822
PITG_06175	774
PITG_06176	2960
PITG_06177	1788
PITG_06178	1044
PITG_06179	1035
PITG_06180	627
PITG_06181	2343
PITG_06182	336
PITG_06184	2189
PITG_06185	659
PITG_06186	441
PITG_06187	555
PITG_06188	465
PITG_06189	960
PITG_06190	2082
PITG_06191	486
PITG_06194	3548
PITG_06195	1689
PITG_06197	747
PITG_06198	921
PITG_06199	3054
PITG_06201	681
PITG_06202	755
PITG_06203	686
PITG_06204	1828
PITG_06205	5343
PITG_06206	699
PITG_06212	813
PITG_06213	3519
PITG_06214	1758
PITG_06215	1249
PITG_06216	1124
PITG_06217	174
PITG_06218	470
PITG_06219	1323
PITG_06220	2613
PITG_06221	3081
PITG_06222	1635
PITG_06223	1536
PITG_06224	675
PITG_06225	1380
PITG_06227	1080
PITG_06228	564
PITG_06230	387
PITG_06231	2422
PITG_06232	381
PITG_06233	621
PITG_06234	1215
PITG_06235	978
PITG_06236	1250
PITG_06237	885
PITG_06238	678
PITG_06239	1899
PITG_06240	1476
PITG_06241	898
PITG_06242	734
PITG_06244	480
PITG_06246	1578
PITG_06247	444
PITG_06248	3792
PITG_06249	432
PITG_06250	486
PITG_06251	1080
PITG_06254	4491
PITG_06255	843
PITG_06256	5214
PITG_06257	6355
PITG_06258	753
PITG_06259	2843
PITG_06260	1799
PITG_06261	759
PITG_06262	555
PITG_06263	2103
PITG_06264	2055
PITG_06265	1071
PITG_06266	1674
PITG_06267	1215
PITG_06268	3204
PITG_06271	2604
PITG_06272	1406
PITG_06273	876
PITG_06274	1863
PITG_06275	309
PITG_06276	369
PITG_06277	432
PITG_06279	1125
PITG_06280	336
PITG_06281	3021
PITG_06282	1149
PITG_06283	1851
PITG_06284	2025
PITG_06285	998
PITG_06286	1466
PITG_06287	453
PITG_06288	2622
PITG_06289	1480
PITG_06290	483
PITG_06292	489
PITG_06294	456
PITG_06296	5058
PITG_06298	549
PITG_06299	423
PITG_06300	295
PITG_06302	729
PITG_06303	2000
PITG_06304	1950
PITG_06305	276
PITG_06306	501
PITG_06307	276
PITG_06308	765
PITG_06309	2325
PITG_06318	1928
PITG_06319	3432
PITG_06320	1838
PITG_06321	864
PITG_06322	9897
PITG_06323	1970
PITG_06324	1314
PITG_06325	1299
PITG_06326	318
PITG_06327	588
PITG_06328	1586
PITG_06329	397
PITG_06331	2013
PITG_06332	1431
PITG_06333	801
PITG_06335	1740
PITG_06336	1431
PITG_06340	897
PITG_06342	4365
PITG_06343	790
PITG_06344	918
PITG_06345	2118
PITG_06346	1134
PITG_06347	2880
PITG_06348	699
PITG_06350	761
PITG_06351	702
PITG_06352	1368
PITG_06353	1362
PITG_06354	1656
PITG_06355	2733
PITG_06356	873
PITG_06357	1626
PITG_06358	7335
PITG_06359	1237
PITG_06360	1029
PITG_06361	1041
PITG_06363	1596
PITG_06365	1917
PITG_06366	717
PITG_06367	921
PITG_06368	798
PITG_06369	840
PITG_06370	528
PITG_06372	363
PITG_06373	614
PITG_06374	906
PITG_06375	1407
PITG_06376	1515
PITG_06378	6414
PITG_06379	1971
PITG_06380	5881
PITG_06381	279
PITG_06382	660
PITG_06383	2769
PITG_06384	810
PITG_06385	602
PITG_06387	583
PITG_06388	785
PITG_06389	1968
PITG_06390	2022
PITG_06391	927
PITG_06392	192
PITG_06393	2188
PITG_06394	1155
PITG_06395	870
PITG_06396	546
PITG_06397	1371
PITG_06398	1578
PITG_06401	2060
PITG_06402	3267
PITG_06403	1107
PITG_06404	816
PITG_06405	2121
PITG_06406	648
PITG_06407	522
PITG_06408	1849
PITG_06409	630
PITG_06410	3670
PITG_06413	339
PITG_06414	657
PITG_06415	2300
PITG_06416	1578
PITG_06417	1236
PITG_06418	438
PITG_06419	699
PITG_06420	963
PITG_06421	2319
PITG_06422	261
PITG_06423	346
PITG_06424	3660
PITG_06425	547
PITG_06426	1035
PITG_06427	1620
PITG_06428	6861
PITG_06429	14445
PITG_06430	944
PITG_06432	513
PITG_06436	447
PITG_06437	871
PITG_06438	1074
PITG_06439	240
PITG_06440	2037
PITG_06443	246
PITG_06444	435
PITG_06445	378
PITG_06448	2005
PITG_06449	693
PITG_06450	3489
PITG_06452	2073
PITG_06453	363
PITG_06454	2442
PITG_06455	1116
PITG_06456	636
PITG_06457	1426
PITG_06458	1032
PITG_06459	990
PITG_06460	537
PITG_06461	1008
PITG_06463	1137
PITG_06469	501
PITG_06471	1110
PITG_06473	1008
PITG_06474	1157
PITG_06475	948
PITG_06476	1137
PITG_06478	1467
PITG_06479	1675
PITG_06480	5814
PITG_06481	1977
PITG_06482	2162
PITG_06483	963
PITG_06484	480
PITG_06485	324
PITG_06486	207
PITG_06487	1143
PITG_06490	1596
PITG_06491	3540
PITG_06492	606
PITG_06493	1428
PITG_06494	1341
PITG_06495	531
PITG_06496	1116
PITG_06497	1101
PITG_06499	1482
PITG_06501	882
PITG_06502	2235
PITG_06503	309
PITG_06505	4185
PITG_06506	342
PITG_06507	1096
PITG_06508	3876
PITG_06510	849
PITG_06511	1202
PITG_06512	1622
PITG_06513	577
PITG_06514	649
PITG_06516	498
PITG_06517	1863
PITG_06518	1386
PITG_06519	1551
PITG_06520	588
PITG_06521	3354
PITG_06523	435
PITG_06524	921
PITG_06526	271
PITG_06527	816
PITG_06528	768
PITG_06529	2049
PITG_06535	534
PITG_06536	2235
PITG_06537	1089
PITG_06538	501
PITG_06539	540
PITG_06541	288
PITG_06542	297
PITG_06545	8238
PITG_06546	2079
PITG_06547	1529
PITG_06548	3867
PITG_06549	258
PITG_06550	471
PITG_06551	555
PITG_06552	243
PITG_06553	279
PITG_06554	3300
PITG_06555	573
PITG_06556	1482
PITG_06557	2388
PITG_06558	1380
PITG_06559	612
PITG_06560	1038
PITG_06562	441
PITG_06563	1311
PITG_06564	1374
PITG_06565	489
PITG_06566	2152
PITG_06567	1014
PITG_06568	1512
PITG_06569	1164
PITG_06570	2090
PITG_06571	720
PITG_06574	1887
PITG_06575	2640
PITG_06576	729
PITG_06577	766
PITG_06578	1389
PITG_06579	819
PITG_06580	3645
PITG_06581	1578
PITG_06584	558
PITG_06585	1407
PITG_06587	540
PITG_06588	1188
PITG_06589	684
PITG_06590	411
PITG_06591	1700
PITG_06593	1698
PITG_06594	1351
PITG_06595	1419
PITG_06596	976
PITG_06597	1689
PITG_06598	1283
PITG_06599	891
PITG_06600	4464
PITG_06601	2486
PITG_06602	1790
PITG_06603	306
PITG_06604	2089
PITG_06605	1311
PITG_06606	1449
PITG_06607	1797
PITG_06608	450
PITG_06609	978
PITG_06610	1718
PITG_06611	1656
PITG_06612	1620
PITG_06613	585
PITG_06614	1032
PITG_06615	783
PITG_06616	810
PITG_06618	942
PITG_06619	789
PITG_06625	453
PITG_06627	963
PITG_06628	4137
PITG_06629	1042
PITG_06630	5532
PITG_06631	1464
PITG_06632	790
PITG_06633	345
PITG_06635	1950
PITG_06636	537
PITG_06637	1044
PITG_06638	1110
PITG_06639	1285
PITG_06640	972
PITG_06641	1524
PITG_06642	993
PITG_06643	1684
PITG_06646	2796
PITG_06647	1443
PITG_06648	669
PITG_06649	1414
PITG_06650	132
PITG_06651	1700
PITG_06652	738
PITG_06653	2613
PITG_06654	1878
PITG_06655	327
PITG_06656	2025
PITG_06657	1092
PITG_06658	318
PITG_06659	780
PITG_06660	3312
PITG_06661	1680
PITG_06662	2303
PITG_06663	312
PITG_06664	1578
PITG_06665	1716
PITG_06666	2445
PITG_06667	1998
PITG_06668	7563
PITG_06669	1191
PITG_06670	2031
PITG_06671	3738
PITG_06672	3138
PITG_06673	2076
PITG_06674	411
PITG_06675	1764
PITG_06677	984
PITG_06678	945
PITG_06679	1163
PITG_06680	867
PITG_06681	720
PITG_06682	3930
PITG_06683	456
PITG_06684	1098
PITG_06685	729
PITG_06686	1311
PITG_06687	903
PITG_06688	3567
PITG_06689	924
PITG_06690	466
PITG_06691	1014
PITG_06692	1029
PITG_06693	2184
PITG_06694	1086
PITG_06695	1207
PITG_06696	204
PITG_06697	1074
PITG_06698	2724
PITG_06699	411
PITG_06700	1611
PITG_06701	1455
PITG_06702	1441
PITG_06703	402
PITG_06704	402
PITG_06705	981
PITG_06706	378
PITG_06707	1977
PITG_06708	1965
PITG_06709	1077
PITG_06710	1166
PITG_06711	669
PITG_06712	1107
PITG_06713	1989
PITG_06714	2907
PITG_06715	949
PITG_06716	984
PITG_06717	582
PITG_06718	1749
PITG_06719	1960
PITG_06720	5196
PITG_06721	649
PITG_06722	1528
PITG_06723	831
PITG_06724	1074
PITG_06725	2298
PITG_06726	741
PITG_06727	1386
PITG_06728	1503
PITG_06729	702
PITG_06730	315
PITG_06731	2328
PITG_06732	1347
PITG_06733	1923
PITG_06734	1989
PITG_06735	1500
PITG_06736	2088
PITG_06737	975
PITG_06738	1032
PITG_06739	343
PITG_06740	765
PITG_06741	8256
PITG_06743	522
PITG_06744	1218
PITG_06745	618
PITG_06748	1518
PITG_06749	1530
PITG_06751	309
PITG_06752	1680
PITG_06753	4737
PITG_06754	672
PITG_06755	2491
PITG_06756	942
PITG_06757	916
PITG_06758	315
PITG_06759	3211
PITG_06760	411
PITG_06761	1374
PITG_06762	1815
PITG_06763	813
PITG_06764	863
PITG_06765	537
PITG_06766	1293
PITG_06767	1602
PITG_06768	597
PITG_06769	789
PITG_06770	384
